# Solver information    
# Time                  	U_solver                	Ux_initial              	Ux_final                	Ux_iters                	Uy_initial              	Uy_final                	Uy_iters                	Uz_initial              	Uz_final                	Uz_iters                	U_converged             	h_solver                	h_initial               	h_final                 	h_iters                 	h_converged             	nuTilda_solver          	nuTilda_initial         	nuTilda_final           	nuTilda_iters           	nuTilda_converged       	p_solver                	p_initial               	p_final                 	p_iters                 	p_converged             
52                      	DILUPBiCGStab	2.0578410046878402e-05	9.8745452968844716e-08	1	3.8159739717946983e-04	2.4024457163783801e-06	1	1.0788149207680761e-05	8.3310233510858045e-08	1	false	DILUPBiCGStab	2.3252434525909040e-04	1.8749191377937570e-06	1	true	DILUPBiCGStab	5.2275461554090110e-05	5.1450608041816369e-07	1	true	GAMG	2.0923342656205489e-03	1.2551485177502800e-05	9	true
53                      	DILUPBiCGStab	1.4651525707823010e-05	7.4642590263708115e-08	1	3.8224398049487750e-04	2.3020607353522420e-06	1	1.0718348983063640e-05	7.9730555266319283e-08	1	false	DILUPBiCGStab	2.3186024050840320e-04	1.7245754990613179e-06	1	true	DILUPBiCGStab	5.1639116906992860e-05	4.9468879391329920e-07	1	true	GAMG	2.0975455099042240e-03	9.9803084055390262e-06	9	true
54                      	DILUPBiCGStab	1.1863899434653690e-05	7.8592654138917000e-08	1	3.7620939576989051e-04	2.1481304181387180e-06	1	1.0542607547376930e-05	7.5654471545680103e-08	1	false	DILUPBiCGStab	2.2968166625011641e-04	1.5521994907326920e-06	1	true	DILUPBiCGStab	5.1036311297070611e-05	4.7527177167288330e-07	1	true	GAMG	2.0618968202778202e-03	8.6972587085789465e-06	9	true
55                      	DILUPBiCGStab	1.5331190164878391e-05	8.5499731403920123e-08	1	3.6515735020268089e-04	1.9974623689321261e-06	1	1.0295497018036330e-05	7.1429423650025680e-08	1	false	DILUPBiCGStab	2.2602400076434951e-04	1.3749267565100049e-06	1	true	DILUPBiCGStab	5.0435389711808072e-05	4.5640985765314330e-07	1	true	GAMG	1.9470938171669591e-03	1.4124342547057680e-05	7	true
56                      	DILUPBiCGStab	1.7067638302667220e-05	7.4954013658164232e-08	1	3.5362711039812328e-04	1.8778882786705880e-06	1	1.0040571054613119e-05	6.7431066962488903e-08	1	false	DILUPBiCGStab	2.2149002024295211e-04	1.2126286390296361e-06	1	true	DILUPBiCGStab	4.9852415897419940e-05	4.3826687421133409e-07	1	true	GAMG	1.7772100607488959e-03	9.6598666831250085e-06	9	true
57                      	DILUPBiCGStab	1.5654465802867509e-05	5.6370733831309713e-08	1	3.4651951497420683e-04	1.8228474174023300e-06	1	9.8445479706518584e-06	6.4095029285210279e-08	1	false	DILUPBiCGStab	2.1692452242077839e-04	1.0757712733229320e-06	1	true	DILUPBiCGStab	4.9249945024317781e-05	4.2069755057816379e-07	1	true	GAMG	1.6338697427580450e-03	1.4152672091668559e-05	7	true
58                      	DILUPBiCGStab	1.3205530128256439e-05	5.7081258544425142e-08	1	3.4517804739562011e-04	1.7975986518189280e-06	1	9.7369525809900024e-06	6.1580584193581043e-08	1	false	DILUPBiCGStab	2.1303721899607319e-04	9.6443695447569268e-07	1	true	DILUPBiCGStab	4.8648839361140718e-05	4.0378239334763898e-07	1	true	GAMG	1.6649467235500810e-03	8.5946237615044902e-06	9	true
59                      	DILUPBiCGStab	1.2605934677239340e-05	6.2288861201366223e-08	1	3.4697672383590878e-04	1.7687038780550650e-06	1	9.7057389752679891e-06	5.9640986911859714e-08	1	false	DILUPBiCGStab	2.1030481889959410e-04	8.7876737453024599e-07	1	true	DILUPBiCGStab	4.8016902820112231e-05	3.8693713326310889e-07	1	true	GAMG	1.6933503465450790e-03	1.4645695927194610e-05	7	true
60                      	DILUPBiCGStab	1.5260862056043289e-05	6.3709557429173992e-08	1	3.5024959297739609e-04	1.7493118758209680e-06	1	9.7105718299139613e-06	5.8017205832955357e-08	1	false	DILUPBiCGStab	2.0898017769275021e-04	8.1779516100923610e-07	1	true	DILUPBiCGStab	4.7370848100010822e-05	3.7043102088475658e-07	1	true	GAMG	1.6342763742520380e-03	9.8408233578835771e-06	8	true
61                      	DILUPBiCGStab	1.6039503326919558e-05	5.5875969067951170e-08	1	3.5350797666260282e-04	1.7341661660976741e-06	1	9.7061430115122512e-06	5.6466488436406602e-08	1	false	DILUPBiCGStab	2.0893200200905660e-04	7.7191434052992372e-07	1	true	DILUPBiCGStab	4.6681260332966307e-05	3.5437460746881082e-07	1	true	GAMG	1.5084327831028129e-03	1.1356941334478920e-05	7	true
62                      	DILUPBiCGStab	1.4405640445446110e-05	4.3709049985135677e-08	1	3.5550189629930711e-04	1.7011547659854920e-06	1	9.6620055319629526e-06	5.4822758878108041e-08	1	false	DILUPBiCGStab	2.0954296274043190e-04	7.3682385893745543e-07	1	true	DILUPBiCGStab	4.5972252795805827e-05	3.3892489340822439e-07	1	true	GAMG	1.3945334330957989e-03	7.9008259593668505e-06	8	true
63                      	DILUPBiCGStab	1.1344922654529989e-05	3.2380467033197077e-08	1	3.5491538558800632e-04	1.6434583178861410e-06	1	9.5706962164124326e-06	5.3020662583703090e-08	1	false	DILUPBiCGStab	2.1005087559691551e-04	7.0866190479050119e-07	1	true	DILUPBiCGStab	4.5216058732959287e-05	3.2411802341374012e-07	1	true	GAMG	1.4116614328430631e-03	1.1634035513359030e-05	7	true
